145;256;108;92
242;14;242;244
295;67;240;298
62;62;62;62
171;141;233;270
283;231;215;135
99;111;5;53
288;171;224;38
145;47;244;298
16;101;235;16
179;179;179;179
114;253;92;245
39;183;126;124
22;151;22;169
213;278;264;213
192;192;192;192
111;111;111;111
266;195;23;23
64;64;136;183
227;95;249;291
15;196;99;77
150;21;127;149
163;163;54;143
96;8;10;100
208;55;31;243
291;277;17;63
272;133;236;190
55;219;60;150
9;9;9;9
103;62;44;215
89;216;160;296
34;18;288;34
128;254;128;150
141;141;141;141
66;45;171;66
11;73;228;113
132;132;132;132
207;207;287;228
197;197;197;197
109;151;90;130
126;247;233;28
73;73;73;73
297;122;203;91
180;62;70;50
53;155;175;76
190;190;36;107
169;11;107;289
7;7;7;7
106;70;184;70
132;59;81;59
68;252;281;119
235;115;262;31
271;267;267;214
250;250;250;250
111;14;166;111
165;232;216;253
291;29;29;243
287;19;168;19
62;130;142;39
93;204;89;232
148;137;148;177
196;170;10;243
200;33;33;138
259;53;214;77
109;205;57;81
55;16;151;183
295;154;165;115
236;156;72;210
112;112;112;112
92;92;92;92
287;77;272;170
7;7;7;7
142;291;63;195
262;90;262;123
33;248;72;33
67;127;8;48
156;90;195;193
31;31;31;31
176;8;246;190
197;170;188;243
104;185;67;7
187;175;260;237
213;227;8;14
126;126;126;126
137;239;249;249
82;82;82;82
163;63;231;214
138;162;176;139
61;61;61;61
216;149;36;47
167;275;239;10
213;278;106;82
248;277;86;300
140;256;86;210
116;41;147;41
161;21;39;173
142;142;142;142
62;268;54;167
82;82;82;82
149;149;149;149
263;263;263;263
33;155;128;229
138;256;126;222
253;198;199;138
286;187;8;197
110;110;110;110
21;25;111;275
193;202;156;207
242;24;86;123
135;242;244;226
238;238;238;238
101;113;218;262
225;225;219;109
229;229;229;229
148;148;148;148
143;143;143;143
253;253;253;253
171;162;12;103
141;240;6;178
298;298;298;298
104;30;135;30
291;254;24;285
17;17;17;17
21;234;274;67
122;232;272;202
168;78;38;197
100;41;189;123
109;254;268;73
180;67;42;269
254;173;181;10
195;254;287;200
296;296;296;296
279;279;279;279
241;63;38;186
106;264;187;248
46;60;12;252
226;103;156;61
18;192;143;160
178;161;224;28
36;36;36;36
93;26;93;214
12;103;122;167
113;282;126;31
67;82;15;80
106;215;293;128
37;37;37;37
262;17;67;9
201;177;138;138
147;128;128;207
235;208;87;278
219;112;255;219
183;183;183;183
235;37;37;278
144;282;158;196
113;24;178;212
258;10;294;10
174;174;174;174
170;155;162;220
219;230;230;294
124;132;140;25
165;165;165;165
163;178;134;48
230;158;167;272
286;124;98;272
13;13;100;299
140;132;36;187
183;183;93;95
120;68;128;79
240;240;240;240
95;85;271;100
250;101;66;130
267;13;278;278
251;227;251;286
225;27;247;18
59;247;59;164
300;293;281;30
44;144;140;140
121;132;295;19
133;208;181;22
83;83;83;83
173;173;173;173
131;131;10;212
244;244;259;227
87;18;162;175
188;39;82;139
176;173;203;128
185;232;98;261
208;201;136;136
221;221;221;221
101;300;13;103
119;219;71;61
188;283;178;188
144;30;147;32
298;271;129;207
276;278;220;44
72;38;31;233
250;300;262;273
211;52;259;125
159;274;212;77
180;180;180;180
167;26;167;236
261;261;261;261
149;63;94;45
134;300;300;262
175;175;175;175
139;207;116;256
202;56;252;73
134;242;111;208
95;240;22;146
264;264;264;264
141;141;92;58
246;24;10;295
190;29;279;190
50;50;50;50
188;233;81;49
149;165;195;84
183;221;207;186
60;60;60;60
191;165;269;52
236;236;236;236
164;8;20;20
257;299;284;150
178;161;159;49
250;73;216;189
271;291;250;48
36;220;220;288
80;80;80;80
286;283;168;27
89;204;8;255
7;252;98;7
269;225;46;236
292;146;247;55
269;44;236;44
57;291;21;8
230;97;223;237
50;213;66;293
276;91;195;180
205;120;177;270
122;125;216;132
276;274;118;56
117;237;268;103
140;140;140;140
225;225;225;225
141;292;78;22
88;110;281;262
174;246;246;115
138;138;138;138
271;289;236;104
10;59;208;300
294;235;236;144
91;276;161;125
56;15;148;257
41;140;41;42
286;281;30;67
7;62;7;294
193;262;73;239
224;44;245;147
235;150;206;31
192;71;281;30
39;196;283;150
169;279;244;279
166;182;188;182
276;276;276;276
130;130;130;130
259;242;185;257
225;44;189;298
45;92;45;190
84;264;263;287
210;133;190;72
7;122;16;157
84;231;207;214
197;120;136;95
114;114;114;114
211;207;61;212
216;216;216;216
246;246;246;246
220;220;220;220
272;251;149;12
149;217;262;149
97;97;97;97
258;153;56;181
15;53;77;121
246;89;184;47
7;7;7;7
130;112;130;51
239;281;82;144
124;16;16;276
23;117;62;23
276;78;78;230
229;207;30;237
147;225;154;105
93;192;77;192
284;57;17;15
112;242;134;134
95;95;95;95
46;46;60;277
77;110;262;216
255;286;100;32
266;266;266;266
91;281;13;31
102;206;129;176
293;232;214;232
153;12;79;68
186;145;220;95
119;78;237;74
162;162;162;162
279;253;106;230
91;91;91;91
127;127;127;127
77;229;42;151
282;126;42;257
243;252;243;203
257;36;95;95
17;65;272;17
288;245;300;172
272;272;272;272
182;182;182;182
277;185;260;17
264;50;49;54
217;134;287;287
124;108;152;177
30;277;58;294
118;274;219;125
204;204;278;54
293;293;293;293
181;181;181;181
223;187;63;111
191;282;184;234
133;219;8;245
217;167;237;116
75;113;29;25
286;9;129;34
215;129;188;215
275;275;275;275
190;196;245;190
289;173;134;20
173;173;103;285
185;112;136;185
180;296;249;249
245;81;277;80
112;245;231;198
113;182;38;33
94;205;56;94
118;94;171;71
184;184;184;184
50;185;205;175
296;210;64;126
230;230;230;230
82;58;58;31
118;118;118;118
231;231;231;231
57;122;31;215
133;251;158;158
22;22;22;22
131;131;82;202
231;174;255;133
172;172;172;172
115;115;142;198
46;183;299;177
289;45;196;111
171;181;81;245
242;55;253;233
116;231;58;154
178;14;187;246
27;27;27;27
199;251;51;209
127;117;235;16
73;286;140;7
164;138;51;51
105;105;105;105
160;160;160;160
71;44;71;116
70;238;283;101
293;45;144;300
36;36;36;36
214;275;113;281
200;151;200;62
84;225;225;17
129;269;263;236
296;257;69;140
207;206;59;82
67;67;67;67
295;141;79;89
248;24;13;199
171;161;122;148
270;202;103;6
253;206;178;253
173;173;173;173
297;109;109;254
179;92;9;72
33;198;298;96
109;162;277;123
261;12;230;12
240;240;240;240
257;257;257;257
137;182;35;108
143;45;200;136
297;110;294;259
34;73;226;73
239;41;79;103
125;125;125;125
212;28;104;42
249;179;46;24
223;223;223;223
123;123;156;17
173;176;200;187
120;241;258;117
173;173;173;173
270;270;270;270
102;137;137;55
78;78;78;78
131;212;212;295
183;133;225;128
256;92;276;218
252;62;169;139
31;60;225;53
33;33;33;33
252;6;269;123
264;251;231;264
284;284;284;284
201;271;271;23
11;54;112;99
164;265;167;208
236;125;125;177
104;298;56;95
173;173;173;173
208;128;16;257
205;68;235;137
130;173;6;46
185;185;185;185
167;174;153;137
256;13;238;238
249;112;189;218
213;105;56;43
211;10;54;135
204;204;204;204
73;27;44;73
250;250;247;145
170;83;51;131
22;23;299;226
248;36;236;180
54;232;195;206
112;185;192;225
264;264;264;264
253;172;38;33
155;119;27;27
229;63;240;63
160;275;22;227
222;15;32;156
79;276;294;13
72;72;72;72
190;39;299;143
33;193;283;237
271;190;35;35
8;213;77;213
185;125;190;291
37;169;56;141
130;197;132;179
190;40;139;262
37;76;16;76
259;29;81;226
15;180;157;157
201;299;276;299
243;151;211;226
197;197;197;197
269;69;222;267
165;175;56;59
256;256;256;256
129;146;187;212
241;273;239;273
184;184;184;184
260;14;123;265
289;151;283;27
236;244;199;244
198;292;291;77
137;105;233;97
149;227;269;269
187;154;157;157
284;224;149;68
283;283;283;283
220;191;236;258
300;154;192;179
125;263;68;203
197;149;164;139
158;132;59;59
211;94;90;202
82;82;82;82
119;209;53;87
29;162;193;59
5;35;175;35
134;226;18;178
28;236;71;132
68;192;64;265
152;296;91;157
263;227;227;192
226;157;276;205
253;176;170;170
296;296;296;296
119;31;279;92
218;117;193;218
241;35;228;138
130;146;159;287
113;113;113;113
82;287;259;97
162;162;162;162
225;44;61;61
258;256;100;192
281;281;281;281
259;220;183;59
37;230;89;24
113;32;205;291
124;292;238;111
167;162;75;44
185;288;173;116
91;149;185;127
112;122;117;122
163;292;33;116
282;282;282;282
41;41;41;41
65;194;194;145
120;76;292;21
70;251;214;214
200;158;223;20
102;218;180;232
154;183;62;154
57;278;210;68
270;229;229;254
189;214;25;25
239;239;239;239
170;62;104;62
117;85;60;108
156;269;186;91
66;66;66;66
179;75;70;191
240;130;138;292
283;92;30;52
164;231;199;196
146;294;150;292
181;272;137;278
17;175;175;37
152;152;112;248
239;250;224;267
277;277;277;277
179;247;202;57
159;42;107;42
10;75;244;284
105;104;207;87
18;106;250;251
57;177;177;24
154;154;264;219
156;152;63;109
153;160;111;113
40;40;40;40
68;236;36;203
66;148;154;154
86;86;86;86
233;233;233;233
181;148;288;33
241;100;131;234
201;225;235;109
37;37;37;37
178;195;279;185
85;73;276;237
137;250;186;186
140;140;140;140
238;276;276;270
104;104;104;104
248;31;169;248
84;28;112;167
83;172;183;233
131;138;243;190
134;134;134;134
213;275;6;6
299;125;155;293
141;134;249;197
204;254;95;124
253;197;199;20
140;196;140;280
216;201;73;160
135;136;256;295
144;226;264;48
7;193;251;56
9;39;65;39
180;82;205;172
202;84;221;212
49;179;136;9
76;53;106;12
288;248;189;279
150;109;262;259
162;155;55;109
200;56;289;56
29;87;194;207
288;27;95;11
59;90;90;85
262;236;77;236
179;173;179;61
169;223;241;37
261;261;10;129
5;188;41;109
276;60;18;32
92;290;120;71
71;71;71;71
290;19;137;59
81;245;98;245
224;224;224;224
5;5;252;92
33;42;139;22
275;120;161;270
49;28;246;185
15;134;181;7
49;49;49;49
24;126;151;151
34;273;169;169
10;164;78;38
118;118;118;118
67;156;37;15
260;225;116;70
75;75;75;75
106;158;12;64
286;82;39;87
20;20;20;20
41;293;182;37
243;243;243;243
85;27;66;291
84;84;84;84
217;217;217;217
147;238;168;75
155;156;293;86
147;270;176;275
221;96;124;96
252;150;22;252
260;48;173;167
70;291;140;129
166;233;296;64
43;59;188;127
275;107;143;107
39;179;60;28
238;283;194;283
296;71;33;269
211;88;11;137
78;207;119;91
179;222;218;222
66;65;157;124
250;73;188;121
277;87;191;100
5;299;294;127
5;6;121;94
225;57;257;6
240;179;181;164
190;280;225;8
46;46;46;46
9;129;283;9
249;121;223;166
170;275;280;226
173;77;248;245
46;46;46;46
237;33;41;137
23;267;171;53
241;105;262;257
161;172;223;161
72;72;72;72
243;102;233;237
92;92;92;92
38;261;196;191
251;77;136;255
240;240;240;240
272;272;272;272
175;160;201;116
162;287;204;179
249;249;249;249
171;134;201;42
114;15;247;271
53;255;97;269
276;269;57;26
112;214;204;228
176;224;176;83
251;47;124;97
26;11;93;113
136;214;281;243
66;163;245;72
283;254;51;51
272;272;272;272
72;146;267;248
12;14;14;118
215;139;250;57
234;273;234;195
272;41;45;258
47;47;61;52
284;202;164;161
257;115;265;265
51;51;51;51
207;148;119;277
279;118;32;162
90;147;284;255
259;122;274;210
172;7;159;192
293;33;259;141
141;42;208;229
6;144;118;57
115;115;115;115
225;229;208;177
183;62;64;62
71;22;203;298
44;112;186;277
202;121;149;100
20;183;156;281
12;74;59;248
56;56;56;56
158;47;97;225
270;234;270;99
104;162;132;104
29;81;81;22
234;234;234;234
145;39;142;145
163;20;57;65
96;96;96;96
