52	57	25	43	22	86
32	36	77	22	36	93
85	95	22	36	37	17
88	26	78	61	74	58
14	21	41	31	29	54
28	50	44	42	73	59
62	39	15	24	45	91
96	57	45	72	45	65
43	73	71	16	40	74
88	18	91	85	17	41
63	58	99	55	83	23
20	83	51	11	24	80
10	32	84	19	31	90
78	64	58	55	72	96
41	42	49	12	65	83
14	68	90	51	34	11
73	76	93	22	38	57
29	78	28	27	100	68
55	83	21	50	77	85
50	30	38	20	10	15
77	70	17	54	34	33
32	14	81	45	13	60
68	97	79	90	99	91
51	33	11	53	45	37
54	88	52	64	97	15
39	54	90	87	74	20
61	56	29	37	97	53
71	47	89	30	55	46
73	82	98	77	37	83
12	92	48	74	35	56
29	34	13	60	34	67
94	48	14	51	74	80
41	30	84	99	40	91
39	47	71	13	35	18
40	93	24	41	85	43
68	87	54	90	51	63
34	96	73	76	73	16
16	19	55	82	83	88
84	66	91	71	69	54
86	69	38	23	82	58
13	100	78	73	97	26
43	98	46	57	36	31
91	88	61	41	30	41
31	74	63	11	28	96
39	16	68	45	20	29
42	99	43	17	38	21
68	85	79	90	33	85
62	60	60	32	78	69
50	61	27	54	73	38
65	71	23	80	95	16
14	96	72	14	75	96
57	56	50	52	81	46
64	59	70	67	86	28
42	50	88	100	85	47
81	43	59	13	41	51
81	28	47	67	35	30
20	51	78	70	35	47
27	12	32	33	78	12
24	96	12	87	92	98
46	18	72	69	52	37
44	65	21	72	38	70
79	99	87	27	27	87
42	79	60	56	37	73
42	15	39	75	83	49
74	47	49	63	11	81
77	83	96	37	19	87
21	20	10	65	69	39
83	61	49	73	74	11
39	52	64	98	21	99
29	29	25	79	52	99
78	89	26	74	39	52
98	76	99	97	24	45
77	84	91	50	79	68
14	78	11	33	71	20
39	42	93	31	45	33
25	64	58	47	16	13
100	20	16	76	98	57
94	51	22	28	19	14
82	34	98	18	14	77
79	75	97	45	48	75
37	72	48	98	87	77
61	25	92	97	36	34
33	47	82	75	18	35
49	69	52	73	71	44
20	72	42	35	97	85
78	16	22	55	56	84
81	77	22	54	63	24
91	67	73	59	48	39
52	71	49	77	22	71
14	94	39	42	43	45
26	97	16	16	97	49
32	15	71	28	37	73
96	24	18	13	89	12
43	70	15	21	15	75
18	25	24	69	24	37
94	88	14	58	44	49
86	59	74	93	86	21
61	59	90	94	59	26
90	87	44	86	49	43
91	17	100	10	78	85
21	86	52	92	91	80
41	27	46	56	62	92
83	63	62	57	44	90
23	79	75	30	66	64
61	81	67	34	30	59
94	28	60	17	84	54
32	84	30	30	57	74
28	32	52	83	91	16
32	86	46	87	85	85
13	63	36	17	48	96
24	77	13	69	33	25
18	11	64	94	70	17
12	62	74	90	21	78
41	30	19	15	96	73
43	29	95	58	17	47
73	38	88	50	82	55
28	54	34	80	64	47
52	77	65	29	60	25
71	96	70	75	41	39
12	92	38	31	14	63
78	49	79	75	43	46
70	62	88	73	62	28
30	20	74	88	57	37
85	15	32	98	17	40
96	30	69	97	98	32
27	46	81	47	79	51
17	12	94	20	89	18
89	62	15	75	83	55
34	63	78	32	94	61
64	100	32	89	84	85
19	18	25	97	72	87
63	47	17	87	19	89
51	94	37	25	99	93
53	78	50	60	82	23
58	47	14	73	61	32
18	36	86	57	45	92
21	34	25	67	60	11
83	39	51	90	79	92
88	80	44	48	68	53
37	43	72	99	70	26
12	11	48	44	57	96
60	71	64	51	76	57
24	57	57	57	13	13
24	47	77	97	82	70
20	30	54	90	28	52
80	86	20	68	59	35
34	54	45	68	92	90
90	93	69	83	43	56
38	84	83	75	86	67
45	23	75	66	86	89
53	100	15	53	86	40
80	93	61	91	11	39
56	66	31	15	29	72
67	41	29	20	51	69
31	90	11	80	59	98
53	55	45	45	58	99
24	20	76	78	92	66
31	20	57	36	42	31
97	59	30	45	98	11
99	36	84	10	48	56
70	49	72	55	38	49
41	13	28	79	11	58
91	19	74	85	36	56
99	100	99	52	35	14
39	93	44	17	98	55
79	69	34	35	22	66
24	78	25	89	100	72
32	65	47	73	24	80
86	70	44	10	50	51
77	96	34	91	29	100
16	81	34	97	89	51
46	78	43	21	100	57
69	97	13	94	80	20
33	49	60	85	43	36
47	14	57	77	15	84
95	46	89	15	46	30
44	68	78	40	59	26
99	53	33	97	61	88
53	51	84	71	87	15
43	73	67	58	11	80
87	40	66	62	50	85
52	84	89	39	36	72
34	16	41	43	14	35
39	24	71	44	85	14
82	29	61	23	72	51
16	33	56	44	76	45
92	86	80	51	59	75
15	100	90	31	55	93
97	24	47	41	59	54
15	47	10	33	89	97
70	68	57	17	61	61
14	80	39	63	68	58
64	71	35	72	54	92
78	17	11	34	95	24
78	62	80	27	48	19
34	84	76	11	98	18
73	75	86	24	98	36
57	96	97	48	80	34
76	67	99	61	26	57
63	74	100	81	60	85
76	99	20	63	60	99
68	82	81	18	16	67
33	17	82	89	10	30
52	11	100	65	53	53
13	24	91	11	42	61
68	47	53	72	69	80
82	74	75	79	94	67
99	68	74	65	16	21
38	73	90	29	69	79
27	27	27	99	17	48
37	75	48	75	65	70
55	39	78	98	29	70
97	79	98	51	33	57
97	20	70	96	34	53
95	36	29	11	48	83
74	80	15	87	21	38
39	24	22	26	43	92
28	14	82	79	39	66
96	66	45	45	10	83
34	50	69	50	72	94
23	57	81	71	24	65
79	83	63	71	41	85
58	75	69	31	29	84
74	32	38	79	14	41
60	17	93	63	57	63
94	27	92	69	28	31
98	31	43	25	83	71
86	21	46	56	90	24
54	65	90	11	95	23
25	75	37	82	23	11
42	96	73	85	65	13
88	23	13	70	86	92
16	31	43	30	71	73
31	60	37	42	88	97
51	18	29	34	74	37
92	71	83	17	100	81
68	48	86	38	11	65
38	20	51	52	66	21
13	25	22	76	88	88
28	16	69	35	37	80
67	10	47	32	89	50
23	22	37	35	91	20
10	44	82	44	96	32
39	43	31	44	45	71
55	31	56	15	43	100
11	42	97	28	89	63
17	67	72	34	39	50
75	29	94	88	27	34
39	82	95	99	95	74
98	57	88	28	91	56
70	10	99	90	54	78
64	30	37	70	62	29
100	56	96	79	81	64
32	53	12	10	11	64
60	27	19	39	37	43
81	81	21	12	84	92
15	62	17	34	55	40
90	21	45	97	95	23
58	85	13	92	91	21
47	32	27	95	99	82
90	26	27	93	79	27
13	91	59	21	48	39
65	38	88	41	88	73
96	84	79	72	90	28
92	55	92	45	37	78
33	98	20	82	25	40
21	47	38	71	34	19
89	44	45	63	36	35
15	73	92	13	71	69
54	58	48	58	71	43
59	50	39	19	17	92
82	68	63	17	31	99
68	64	78	51	27	98
49	20	27	56	31	84
36	58	86	68	57	30
30	54	72	43	23	70
97	32	15	91	78	44
98	90	18	96	67	27
23	58	40	27	80	100
54	63	31	92	34	35
29	60	28	77	56	58
32	12	91	97	80	22
21	97	11	84	88	40
76	28	26	19	54	18
26	15	28	62	27	21
86	36	92	59	55	16
57	27	19	99	57	80
46	73	78	45	71	21
47	31	84	19	71	31
94	66	39	20	74	52
53	53	87	84	26	53
69	79	83	86	98	25
47	51	88	19	75	68
84	96	52	38	32	61
43	44	61	69	16	28
77	87	96	44	85	84
95	92	71	62	80	85
53	45	76	40	92	12
21	19	31	39	23	38
46	38	17	68	62	87
44	88	100	14	31	34
74	69	78	22	82	62
81	23	60	76	67	31
83	39	29	50	100	27
41	72	68	54	41	50
42	72	67	46	26	87
49	70	63	13	41	96
52	98	91	28	81	38
67	85	91	71	18	17
44	95	96	10	33	94
33	22	44	73	65	16
84	20	37	62	59	74
20	35	32	42	29	28
67	82	36	49	26	97
23	75	67	17	64	51
90	71	21	29	99	68
40	30	44	70	58	79
21	11	21	43	54	31
51	31	42	48	59	78
67	28	62	61	19	75
74	15	92	81	100	54
35	31	33	49	63	89
24	69	89	46	42	50
79	76	72	16	72	42
31	19	43	44	26	88
75	78	25	91	33	82
23	23	59	59	93	67
54	18	55	20	38	64
41	10	55	63	55	71
29	69	82	57	47	49
100	85	17	17	73	83
13	95	53	22	87	97
33	14	87	32	62	75
38	10	62	81	61	46
33	46	33	62	100	11
17	69	44	55	71	28
80	64	35	76	48	16
72	62	22	19	16	29
14	75	84	20	26	20
66	89	87	30	89	59
100	100	16	14	57	18
40	87	55	26	31	62
76	100	68	38	39	20
43	31	65	56	81	26
37	97	65	10	54	72
80	56	74	84	23	77
19	40	43	58	88	66
26	90	99	100	14	16
61	51	23	30	13	78
48	55	97	45	76	95
93	77	10	85	46	65
95	18	57	78	33	59
33	96	65	15	54	55
36	99	93	54	34	98
39	83	16	97	25	54
64	84	18	91	98	84
48	98	24	57	41	73
42	37	37	52	91	77
59	17	41	85	72	78
40	17	27	39	57	40
67	36	59	13	29	65
76	33	37	44	94	58
59	61	81	20	45	72
26	76	18	41	42	48
24	39	10	29	78	61
85	30	43	27	83	23
69	34	82	50	65	20
97	27	66	50	33	20
48	90	80	60	50	92
37	81	14	82	57	80
60	54	36	93	79	65
12	40	54	22	38	15
84	46	14	39	64	72
22	39	90	25	12	89
96	21	44	20	79	38
36	86	39	55	28	25
53	88	48	98	16	32
25	91	18	56	62	83
90	83	73	60	30	13
87	90	62	99	23	68
18	95	76	100	80	16
16	94	36	12	15	62
32	37	42	78	87	10
33	92	30	73	31	11
50	89	37	50	44	18
41	48	45	18	47	49
65	83	89	82	13	75
34	68	11	17	56	76
19	23	100	88	58	56
64	70	25	46	92	63
100	31	63	52	17	35
24	69	58	25	24	69
49	90	57	84	74	42
72	63	64	22	61	68
16	15	90	74	54	19
28	83	15	22	23	28
80	21	79	88	87	48
16	55	100	11	94	48
47	84	19	83	22	49
67	20	22	89	63	87
97	17	41	63	37	96
44	14	83	16	92	39
72	42	86	100	14	92
24	71	39	11	67	79
10	51	97	83	83	28
51	85	53	52	97	41
43	27	24	30	11	59
34	26	64	47	89	50
99	58	16	15	37	28
53	70	71	19	15	20
90	41	33	75	57	97
73	23	10	87	10	19
61	67	33	69	89	37
42	21	14	44	52	17
50	75	51	77	74	25
96	91	13	17	92	23
41	64	95	93	59	26
35	76	68	42	98	97
78	100	34	27	66	74
85	52	85	60	49	59
39	84	86	46	32	49
38	41	72	14	80	65
48	28	14	69	44	27
50	18	89	59	67	75
88	96	16	57	30	67
67	41	20	100	30	56
78	99	51	25	62	10
96	13	59	60	37	24
18	52	71	54	85	62
32	48	23	31	22	28
63	43	39	35	88	17
50	30	17	13	91	77
24	27	92	12	89	37
50	40	83	54	45	71
36	56	60	10	90	35
84	25	63	10	24	55
61	91	54	93	33	25
16	78	18	88	90	43
38	46	67	77	12	67
67	93	14	57	98	86
66	67	96	100	47	95
14	88	69	61	96	98
77	56	79	45	32	81
44	54	42	69	16	82
50	99	82	71	93	74
49	81	83	66	87	17
12	22	29	65	44	59
97	96	29	87	38	54
64	89	74	63	39	22
57	85	22	52	61	60
44	47	92	66	21	33
16	13	76	69	83	50
66	86	90	89	55	75
83	92	90	89	61	46
42	35	20	73	85	22
66	35	93	90	79	23
89	59	40	94	69	11
20	63	87	34	95	24
48	75	84	100	15	75
71	97	13	61	79	70
32	26	24	25	30	23
76	87	98	32	75	40
76	53	43	27	57	11
21	86	30	29	16	33
82	41	25	30	96	11
49	43	20	15	94	20
58	19	35	40	41	54
18	79	11	22	100	24
59	56	50	75	29	20
73	25	35	84	97	70
19	29	13	26	41	43
94	17	38	66	98	91
37	69	28	96	15	61
23	67	55	69	75	53
17	36	65	53	64	34
52	91	72	61	87	44
86	33	42	46	30	43
51	56	71	83	27	88
15	28	51	54	54	84
98	47	31	48	100	83
47	18	63	56	84	36
58	51	20	99	35	70
88	25	63	34	94	51
19	95	25	42	89	75
40	82	25	70	83	62
72	90	100	91	53	67
53	90	91	71	74	98
69	39	18	67	68	66
88	22	93	39	19	69
86	37	47	62	25	34
45	79	68	84	44	72
91	58	14	68	14	78
54	61	33	100	69	82
95	54	32	43	28	71
28	46	17	41	31	52
59	81	84	25	17	71
92	11	92	77	94	81
47	100	52	23	77	75
33	81	16	33	73	50
24	52	71	30	76	42
58	38	60	20	28	49
40	40	17	33	72	89
28	30	72	20	91	10
86	25	10	61	23	41
18	86	40	23	60	26
26	47	17	90	65	77
23	72	86	28	13	96
23	39	99	33	24	57
42	47	98	93	34	32
78	31	84	21	66	10
88	91	36	72	58	49
64	70	82	93	99	88
80	83	39	74	47	95
18	72	62	49	12	48
88	65	64	44	38	36
81	65	85	87	22	45
48	62	87	16	75	35
34	41	72	84	57	50
58	33	46	36	48	26
92	63	68	38	88	44
71	56	66	33	83	82
37	53	38	36	49	28
63	27	78	79	20	70
55	58	93	74	84	39
81	32	17	89	52	71
16	37	100	94	53	39
95	89	63	14	20	87
81	10	91	52	32	95
22	46	55	97	67	60
44	33	69	11	10	11
37	30	93	82	17	11
99	66	50	47	69	15
72	37	52	47	91	21
26	68	64	99	42	97
66	54	77	33	16	68
74	55	99	77	33	76
30	50	11	22	97	27
94	30	57	96	75	91
91	87	90	23	11	11
79	83	29	11	20	19
45	56	34	66	42	97
26	87	19	82	71	95
10	78	97	39	80	45
45	46	30	88	19	89
91	33	12	87	26	22
64	58	30	78	26	74
10	12	36	35	90	47
59	82	80	55	92	78
89	99	43	12	93	34
80	84	83	70	67	45
75	17	47	64	13	96
30	41	11	43	74	30
37	19	67	94	38	100
63	47	91	10	75	65
41	77	29	80	25	91
75	27	34	82	44	16
82	59	49	40	57	66
68	64	40	28	63	38
48	29	93	97	40	15
70	48	66	96	94	15
54	67	79	94	12	47
97	46	92	15	22	25
43	43	29	90	41	95
73	64	32	39	56	55
65	36	75	23	66	90
34	53	44	97	48	16
39	29	64	50	19	53
12	88	87	19	35	47
87	32	90	13	41	42
72	41	58	54	90	44
16	36	76	68	16	55
22	57	51	84	95	18
52	63	92	97	57	26
93	65	49	61	22	77
66	36	67	56	54	31
26	16	61	53	45	15
91	10	61	64	55	53
24	20	34	69	75	97
30	92	53	53	75	82
17	93	92	79	72	12
70	21	97	62	82	66
52	52	36	100	82	17
31	82	79	45	45	96
66	47	81	67	97	92
98	66	37	45	95	49
89	57	59	95	59	36
37	52	97	75	48	98
73	20	30	74	30	70
20	19	30	54	33	69
20	39	74	92	88	34
31	27	76	67	56	14
48	56	30	22	57	60
10	59	13	82	68	42
44	73	77	32	40	41
77	42	42	72	59	53
22	29	98	43	11	53
45	19	25	72	43	12
88	21	31	50	11	60
76	27	84	93	73	17
50	20	89	23	79	56
94	84	48	27	84	81
16	40	36	50	21	90
40	67	90	67	54	80
99	55	75	75	66	10
72	29	74	21	68	39
26	63	80	24	70	42
62	20	31	25	16	52
93	72	15	97	27	78
52	51	15	83	59	65
93	90	33	68	43	23
22	38	26	45	61	85
45	55	57	52	21	44
25	59	51	13	18	86
62	22	61	87	72	70
86	90	34	63	26	59
25	41	12	36	93	29
31	99	90	79	30	97
54	82	32	46	69	54
81	26	32	61	21	41
62	54	51	43	43	99
30	85	35	12	84	20
19	45	24	35	10	70
60	63	23	96	37	90
40	68	59	69	73	91
36	100	28	60	61	65
92	90	74	71	100	87
63	77	65	69	53	99
30	92	99	61	25	24
32	43	43	60	97	15
14	71	74	20	37	65
90	95	97	27	21	32
43	90	34	41	13	77
52	22	34	57	21	53
49	78	14	65	49	88
14	46	36	25	38	46
67	61	76	81	76	24
52	30	75	95	24	30
45	46	46	25	39	67
46	18	89	35	26	75
32	91	70	56	30	89
53	93	80	56	23	99
100	98	86	26	92	15
65	22	67	95	14	71
99	79	47	76	42	55
62	77	94	100	44	32
60	66	24	40	23	86
42	77	91	38	34	55
48	99	77	80	68	71
21	69	100	18	41	29
77	28	17	41	54	15
54	36	25	27	80	46
94	66	89	27	78	80
23	10	83	63	77	21
62	45	95	42	91	15
98	44	70	28	36	26
42	53	84	33	71	77
35	96	52	59	49	20
75	36	59	80	58	74
38	73	21	59	42	43
88	36	73	71	17	15
11	38	15	57	56	87
82	12	61	15	88	12
13	59	56	56	44	91
92	33	87	42	38	22
47	62	77	70	51	83
53	51	69	19	22	19
76	77	77	28	60	33
70	45	83	83	37	37
64	11	39	17	92	36
19	22	18	88	78	33
19	65	63	77	86	16
50	14	85	82	58	31
35	17	53	89	46	20
84	70	58	37	87	16
20	22	27	25	98	76
15	52	18	69	87	73
17	13	84	77	62	54
89	54	71	59	33	55
53	66	38	38	25	32
68	35	71	46	69	25
34	89	21	40	40	30
60	67	89	43	95	83
98	66	17	55	80	29
48	77	42	61	73	44
95	35	59	98	17	37
33	24	82	40	31	99
36	35	60	85	87	75
83	57	95	70	49	53
74	28	34	73	90	33
44	74	50	88	65	58
67	41	74	67	34	59
90	13	71	17	84	44
14	58	69	96	11	56
44	21	24	20	63	37
79	47	66	20	84	45
73	33	54	67	64	29
63	30	38	100	39	28
81	24	33	73	97	29
35	47	87	77	62	44
82	17	10	28	63	29
80	21	11	25	60	24
55	30	89	16	74	73
29	89	16	35	47	46
34	52	52	24	49	67
88	25	13	80	54	25
32	46	36	64	37	85
70	83	37	66	41	95
78	79	78	97	91	54
29	69	50	49	23	41
40	19	47	51	42	32
57	53	25	62	77	70
52	70	36	83	82	83
84	60	20	26	88	20
70	53	97	53	24	66
74	31	77	98	24	53
58	75	42	62	58	42
75	33	59	63	19	56
22	46	91	89	92	28
44	93	14	35	87	47
70	71	71	48	63	49
50	39	92	62	55	75
70	38	83	95	64	49
59	96	49	65	99	30
75	26	45	55	58	69
47	54	33	67	87	70
63	62	94	21	38	76
67	33	51	21	24	41
99	14	52	90	16	33
28	61	17	90	48	50
25	16	44	54	20	81
72	48	96	52	39	70
25	98	33	48	13	22
73	66	40	64	75	27
19	74	80	29	93	31
52	95	69	49	84	18
61	95	68	71	22	97
11	30	55	45	94	12
12	88	34	92	34	60
92	85	70	45	31	31
90	12	55	26	13	70
95	16	66	85	25	51
27	54	99	26	29	73
42	70	63	37	64	24
92	71	71	17	56	69
56	76	20	12	84	60
11	60	58	62	68	39
64	42	75	31	20	29
91	100	34	13	12	14
51	74	39	19	87	53
22	69	24	11	74	38
67	16	92	71	47	45
69	85	44	45	50	99
58	85	81	18	29	99
56	92	26	38	51	46
29	70	98	47	18	50
23	93	65	66	78	40
68	86	17	79	35	61
14	36	10	59	30	41
56	52	74	56	86	95
16	30	59	28	59	83
77	97	66	52	99	21
79	68	35	94	89	23
85	96	56	98	82	62
17	71	88	93	66	43
72	99	43	65	49	92
73	63	10	43	13	27
95	14	60	62	29	36
64	97	75	29	91	46
70	23	66	18	39	50
19	99	67	72	93	20
87	35	78	27	63	29
34	67	59	47	38	21
55	92	53	92	20	80
44	25	25	13	32	37
63	79	26	36	92	79
50	12	22	94	13	77
64	84	74	29	16	60
73	55	49	35	26	65
93	41	58	45	28	31
71	10	33	76	59	84
84	52	82	50	58	88
25	49	40	99	83	85
92	71	21	48	91	85
96	91	12	85	61	81
40	65	81	67	10	52
91	88	46	88	88	43
94	76	59	10	51	72
85	18	89	25	33	87
78	23	19	47	95	92
17	25	61	28	72	34
83	93	74	39	97	53
98	52	85	34	64	33
24	99	99	90	35	75
73	63	30	48	41	18
60	84	26	66	83	28
16	89	44	43	99	66
84	22	91	73	35	32
23	36	67	22	46	44
93	63	11	31	49	25
45	43	26	71	90	22
63	37	22	92	81	29
12	71	23	97	20	99
79	48	87	85	57	79
71	48	76	61	30	38
13	98	98	60	27	75
70	17	57	56	73	33
60	25	90	98	18	86
46	44	75	59	100	59
13	65	75	94	28	24
11	25	92	68	31	31
15	92	89	27	11	28
80	45	68	71	98	57
95	94	51	90	16	91
99	35	10	12	51	79
18	92	43	24	19	42
82	52	17	52	97	36
63	91	26	71	43	12
73	98	43	94	76	12
49	84	21	82	30	97
76	35	69	87	38	91
38	48	89	21	89	69
37	46	80	60	17	28
59	43	89	62	79	37
28	45	76	53	15	69
98	74	77	61	77	23
11	77	67	97	46	59
31	87	50	83	47	68
77	24	85	74	62	18
79	96	70	78	26	64
18	11	79	96	13	11
13	41	34	31	46	82
89	33	52	37	71	40
43	75	79	89	76	78
53	83	79	73	46	12
35	57	52	38	54	47
21	99	97	71	41	65
46	25	16	26	59	15
28	73	48	77	92	48
31	16	79	94	19	46
88	43	20	50	72	58
22	78	15	26	69	38
51	76	61	87	22	11
94	65	10	80	66	18
78	39	64	36	75	48
27	55	57	56	90	70
35	12	46	35	62	52
39	31	77	76	59	18
13	31	39	51	80	19
60	74	76	20	25	66
54	34	54	91	40	96
22	78	33	35	44	83
29	76	57	80	82	13
26	19	14	38	16	47
10	54	96	61	93	65
91	95	61	94	48	48
27	87	72	35	76	53
29	88	14	67	64	86
48	47	41	38	72	66
82	92	100	93	92	79
67	80	77	27	29	82
45	39	35	61	46	44
28	46	44	26	20	50
11	25	34	33	52	12
21	18	87	86	71	70
86	44	48	37	47	49
13	75	84	14	93	34
55	23	31	100	59	62
45	33	40	79	51	39
68	43	87	33	54	30
88	84	87	60	80	44
91	29	54	32	75	70
87	75	66	92	95	90
76	37	44	10	63	15
88	67	13	99	83	63
77	35	91	95	60	100
89	22	71	74	25	68
14	95	68	88	67	77
10	40	37	73	46	100
26	34	92	42	14	87
50	57	65	81	25	95
38	14	47	22	57	46
29	40	78	71	36	63
50	30	99	46	43	78
100	85	18	36	20	85
95	20	44	51	13	47
19	39	65	92	37	83
68	84	69	54	60	50
60	96	31	98	98	66
49	60	91	29	64	37
42	82	63	47	67	96
79	82	98	75	38	11
56	60	80	100	49	40
52	64	59	77	29	49
14	92	31	22	77	89
82	60	63	24	22	88
24	14	41	31	62	98
88	83	86	95	60	100
49	26	95	98	51	98
53	28	22	69	84	97
73	27	40	58	57	61
12	32	17	14	73	11
49	35	56	97	60	52
98	45	24	20	81	73
38	34	44	96	20	82
61	81	100	90	67	47
82	92	64	23	79	20
38	36	60	100	29	97
35	58	79	69	24	11
11	27	20	66	12	76
53	51	47	68	75	60
22	43	59	88	88	43
16	14	25	37	37	14
39	55	23	10	54	82
66	51	30	31	21	100
97	85	95	67	44	51
49	43	74	64	96	13
31	53	69	55	90	62
72	37	64	98	23	50
38	38	64	56	54	14
69	37	32	74	89	98
19	10	21	18	58	11
70	54	12	21	20	30
39	78	74	70	25	21
32	46	73	96	42	47
37	57	46	93	34	80
89	27	70	39	30	94
46	52	13	67	82	87
65	91	86	74	49	47
72	96	88	17	29	89
97	22	70	75	76	20
69	65	47	37	93	19
17	50	57	76	93	92
50	90	28	87	53	63
74	58	38	12	82	81
78	34	56	42	79	21
